|cell_zid|geometry|adm_zid|adm_name|okrug_name|sub_ter|okrug_id|area|customers_cnt_home|customers_cnt_job|customers_cnt_day|customers_cnt_move|served|blocked|predicted
8777|113825|POLYGON ((37.38452593644512 55.78343385597353, 37.38451265146875 55.7879252797432, 37.39248390854505 55.78793250796982, 37.39249627655999 55.78344108298876, 37.38452593644512 55.78343385597353))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|564|619|803|39|0|1|0.0
8778|113826|POLYGON ((37.39249627655999 55.78344108298876, 37.39248390854505 55.78793250796982, 37.40045517009986 55.78793921945238, 37.40046662115187 55.78344779334651, 37.39249627655999 55.78344108298876))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|544|263|472|12|0|1|0.0
8779|114391|POLYGON ((37.37654139815793 55.78791753477222, 37.37652719025535 55.79240895229231, 37.38449936273179 55.79241669856352, 37.38451265146875 55.7879252797432, 37.37654139815793 55.78791753477222))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|967|870|1082|46|1|1|0.0
8780|114392|POLYGON ((37.38451265146875 55.7879252797432, 37.38449936273179 55.79241669856352, 37.39247153702911 55.79242392800184, 37.39248390854505 55.78793250796982, 37.38451265146875 55.7879252797432))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|566|603|780|33|1|1|0.0
8781|114393|POLYGON ((37.39248390854505 55.78793250796982, 37.39247153702911 55.79242392800184, 37.4004437158064 55.79243064060945, 37.40045517009986 55.78793921945238, 37.39248390854505 55.78793250796982))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1154|630|1034|69|1|1|0.0
8782|114397|POLYGON ((37.42436897222581 55.78795625342508, 37.42436026960684 55.79244767743758, 37.43233245981183 55.79245232271452, 37.43234024520388 55.78796089792345, 37.42436897222581 55.78795625342508))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|718|198|505|19|0|0|0.0
8783|114954|POLYGON ((37.37652719025535 55.79240895229231, 37.37651298026475 55.7969003687023, 37.38448607022141 55.79690811627212, 37.38449936273179 55.79241669856352, 37.37652719025535 55.79240895229231))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1036|606|897|86|1|1|0.0
8784|114955|POLYGON ((37.38449936273179 55.79241669856352, 37.38448607022141 55.79690811627212, 37.3924591620002 55.79691534692238, 37.39247153702911 55.79242392800184, 37.38449936273179 55.79241669856352))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1072|566|988|55|1|1|0.0
8785|114956|POLYGON ((37.39247153702911 55.79242392800184, 37.3924591620002 55.79691534692238, 37.40043225826042 55.79692206065529, 37.4004437158064 55.79243064060945, 37.39247153702911 55.79242392800184))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|3508|799|2104|194|1|1|0.0
8786|114957|POLYGON ((37.4004437158064 55.79243064060945, 37.40043225826042 55.79692206065529, 37.4084053567957 55.79692825746881, 37.40841589685759 55.79243683638428, 37.4004437158064 55.79243064060945))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1687|331|961|93|1|1|0.0
8787|114958|POLYGON ((37.40841589685759 55.79243683638428, 37.4084053567957 55.79692825746881, 37.41637846026536 55.79693393736459, 37.41638808284178 55.79244251532805, 37.40841589685759 55.79243683638428))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1145|269|714|70|1|1|0.0
8788|114959|POLYGON ((37.41638808284178 55.79244251532805, 37.41637846026536 55.79693393736459, 37.42435156451671 55.79693910033951, 37.42436026960684 55.79244767743758, 37.41638808284178 55.79244251532805))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|469|132|297|28|0|0|0.0
8789|114961|POLYGON ((37.43233245981183 55.79245232271452, 37.43232467123594 55.79694374639466, 37.44029778113608 55.79694787553018, 37.44030465125071 55.79245645115741, 37.43233245981183 55.79245232271452))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|454|99|246|40|0|0|0.0
8790|115513|POLYGON ((37.38448607022141 55.79690811627212, 37.38447277394913 55.80139952848358, 37.39244678346903 55.80140676034607, 37.3924591620002 55.79691534692238, 37.38448607022141 55.79690811627212))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1137|430|814|66|1|1|0.0
8791|115514|POLYGON ((37.3924591620002 55.79691534692238, 37.39244678346903 55.80140676034607, 37.4004207964986 55.80141347520379, 37.40043225826042 55.79692206065529, 37.3924591620002 55.79691534692238))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|5531|1084|3211|291|1|1|0.0
8792|115515|POLYGON ((37.40043225826042 55.79692206065529, 37.4004207964986 55.80141347520379, 37.40839481375087 55.80141967305698, 37.4084053567957 55.79692825746881, 37.40043225826042 55.79692206065529))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|5095|953|3001|188|1|1|0.0
8793|115516|POLYGON ((37.4084053567957 55.79692825746881, 37.40839481375087 55.80141967305698, 37.41636883496565 55.801425353905, 37.41637846026536 55.79693393736459, 37.4084053567957 55.79692825746881))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1633|316|909|102|1|1|0.0
8794|115517|POLYGON ((37.41637846026536 55.79693393736459, 37.41636883496565 55.801425353905, 37.42434285696297 55.80143051774553, 37.42435156451671 55.79693910033951, 37.41637846026536 55.79693393736459))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|321|92|183|31|0|0|0.0
8795|115520|POLYGON ((37.44029778113608 55.79694787553018, 37.44029090907714 55.80143929440737, 37.44826493964684 55.80144290722836, 37.44827089395703 55.79695148774559, 37.44029778113608 55.79694787553018))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|525|260|455|24|1|1|0.0
8796|116064|POLYGON ((37.38447277394913 55.80139952848358, 37.38445947390214 55.80589093903551, 37.39243440142369 55.80589817211051, 37.39244678346903 55.80140676034607, 37.38447277394913 55.80139952848358))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1103|1742|2166|85|1|1|0.0
8797|116065|POLYGON ((37.39244678346903 55.80140676034607, 37.39243440142369 55.80589817211051, 37.40040933245626 55.80590488809406, 37.4004207964986 55.80141347520379, 37.39244678346903 55.80140676034607))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|6180|2281|4424|315|1|1|0.0
8798|116066|POLYGON ((37.4004207964986 55.80141347520379, 37.40040933245626 55.80590488809406, 37.40838426771293 55.80591108698638, 37.40839481375087 55.80141967305698, 37.4004207964986 55.80141347520379))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|7038|1514|4226|339|1|1|0.0
8799|116067|POLYGON ((37.40839481375087 55.80141967305698, 37.40838426771293 55.80591108698638, 37.41635920693337 55.80591676878689, 37.41636883496565 55.801425353905, 37.40839481375087 55.80141967305698))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|2287|557|1483|117|1|1|0.0
8800|116068|POLYGON ((37.41636883496565 55.801425353905, 37.41635920693337 55.80591676878689, 37.42433414693718 55.80592193349319, 37.42434285696297 55.80143051774553, 37.41636883496565 55.801425353905))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|851|179|470|69|1|1|0.0
8801|116069|POLYGON ((37.42434285696297 55.80143051774553, 37.42433414693718 55.80592193349319, 37.43230908941081 55.80592658110636, 37.43231688142912 55.8014351645796, 37.42434285696297 55.80143051774553))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|557|146|370|29|0|0|0.0
8802|116070|POLYGON ((37.43231688142912 55.8014351645796, 37.43230908941081 55.80592658110636, 37.44028403506726 55.80593071162656, 37.44029090907714 55.80143929440737, 37.43231688142912 55.8014351645796))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|664|215|447|37|1|0|0.0
8803|116071|POLYGON ((37.44029090907714 55.80143929440737, 37.44028403506726 55.80593071162656, 37.44825898364627 55.80593432505329, 37.44826493964684 55.80144290722836, 37.44029090907714 55.80143929440737))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|872|273|572|63|1|1|0.0
8804|116614|POLYGON ((37.39243440142369 55.80589817211051, 37.39242201587037 55.81038957947491, 37.40039786516604 55.81039629658454, 37.40040933245626 55.80590488809406, 37.39243440142369 55.80589817211051))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|5558|1742|3772|305|1|1|0.0
8805|116615|POLYGON ((37.40040933245626 55.80590488809406, 37.40039786516604 55.81039629658454, 37.40837371868717 55.81040249651623, 37.40838426771293 55.80591108698638, 37.40040933245626 55.80590488809406))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|4779|1017|2878|247|1|1|0.0
8806|116616|POLYGON ((37.40838426771293 55.80591108698638, 37.40837371868717 55.81040249651623, 37.41634957617337 55.81040817926946, 37.41635920693337 55.80591676878689, 37.40838426771293 55.80591108698638))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|6026|1199|3439|392|1|1|0.0
8807|116617|POLYGON ((37.41635920693337 55.80591676878689, 37.41634957617337 55.81040817926946, 37.42432543444377 55.81041334484173, 37.42433414693718 55.80592193349319, 37.41635920693337 55.80591676878689))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1636|340|930|97|1|1|0.0
8808|116618|POLYGON ((37.42433414693718 55.80592193349319, 37.42432543444377 55.81041334484173, 37.43230129518492 55.81041799323417, 37.43230908941081 55.80592658110636, 37.42433414693718 55.80592193349319))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|1137|222|582|78|0|0|0.0
8809|116619|POLYGON ((37.43230908941081 55.80592658110636, 37.43230129518492 55.81041799323417, 37.44027715910989 55.81042212444694, 37.44028403506726 55.80593071162656, 37.43230908941081 55.80592658110636))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|646|163|410|42|1|0|0.0
8810|116620|POLYGON ((37.44028403506726 55.80593071162656, 37.44027715910989 55.81042212444694, 37.44825302595827 55.81042573847955, 37.44825898364627 55.80593432505329, 37.44028403506726 55.80593071162656))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|924|236|507|107|1|1|0.0
8811|117157|POLYGON ((37.39242201587037 55.81038957947491, 37.39240962680166 55.81488098463226, 37.40038639462105 55.81488770286824, 37.40039786516604 55.81039629658454, 37.39242201587037 55.81038957947491))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|4948|1121|2969|274|1|1|0.0
8812|117158|POLYGON ((37.40039786516604 55.81039629658454, 37.40038639462105 55.81488770286824, 37.40836316666729 55.81489390383958, 37.40837371868717 55.81040249651623, 37.40039786516604 55.81039629658454))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|5356|973|2877|301|1|1|0.0
8813|117159|POLYGON ((37.40837371868717 55.81040249651623, 37.40836316666729 55.81489390383958, 37.41633994267984 55.81489958754567, 37.41634957617337 55.81040817926946, 37.40837371868717 55.81040249651623))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|2283|520|1398|123|1|1|0.0
8814|117160|POLYGON ((37.41634957617337 55.81040817926946, 37.41633994267984 55.81489958754567, 37.42431671947747 55.81490475398414, 37.42432543444377 55.81041334484173, 37.41634957617337 55.81040817926946))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|707|192|475|54|1|0|0.0
8815|117700|POLYGON ((37.39240962680166 55.81488098463226, 37.39239723421766 55.81937238703458, 37.40037492082701 55.81937910420439, 37.40038639462105 55.81488770286824, 37.39240962680166 55.81488098463226))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|2262|392|1211|161|1|1|0.0
8816|117701|POLYGON ((37.40038639462105 55.81488770286824, 37.40037492082701 55.81937910420439, 37.40835261165852 55.81938530621561, 37.40836316666729 55.81489390383958, 37.40038639462105 55.81488770286824))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|2239|429|1261|172|1|1|0.0
8817|117702|POLYGON ((37.40836316666729 55.81489390383958, 37.40835261165852 55.81938530621561, 37.41633030645765 55.81939099087479, 37.41633994267984 55.81489958754567, 37.40836316666729 55.81489390383958))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|531|239|403|24|1|0|0.0
8818|118241|POLYGON ((37.39239723421766 55.81937238703458, 37.39238483812464 55.8238637839411, 37.40036344377289 55.82387050443054, 37.40037492082701 55.81937910420439, 37.39239723421766 55.81937238703458))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|529|373|556|28|1|1|0.0
8819|118242|POLYGON ((37.40037492082701 55.81937910420439, 37.40036344377289 55.82387050443054, 37.40834205365073 55.82387670748186, 37.40835261165852 55.81938530621561, 37.40037492082701 55.81937910420439))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|293|130|243|17|1|0|0.0
8820|118243|POLYGON ((37.40835261165852 55.81938530621561, 37.40834205365073 55.82387670748186, 37.41632066749746 55.82388239309441, 37.41633030645765 55.81939099087479, 37.40835261165852 55.81938530621561))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|522|521|726|24|1|1|0.0
8821|118777|POLYGON ((37.39238483812464 55.8238637839411, 37.3923724385106 55.82835517918939, 37.4003519634644 55.82836190080594, 37.40036344377289 55.82387050443054, 37.39238483812464 55.8238637839411))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|472|386|530|21|0|1|0.0
8822|118778|POLYGON ((37.40036344377289 55.82387050443054, 37.4003519634644 55.82836190080594, 37.40833149264918 55.82836810489762, 37.40834205365073 55.82387670748186, 37.40036344377289 55.82387050443054))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|603|606|794|28|0|1|0.0
8823|118779|POLYGON ((37.40834205365073 55.82387670748186, 37.40833149264918 55.82836810489762, 37.41631102580409 55.82837379146373, 37.41632066749746 55.82388239309441, 37.40834205365073 55.82387670748186))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|549|652|819|38|1|1|0.0
8824|119311|POLYGON ((37.3923724385106 55.82835517918939, 37.39236003538326 55.83284656949048, 37.40034047990308 55.83285329223444, 37.4003519634644 55.82836190080594, 37.3923724385106 55.82835517918939))|16|Строгино|Северо-Западный административный округ|Старая Москва|567.0|16747053.11202|572|486|629|35|0|1|0.0
8825|113278|POLYGON ((37.55189751606379 55.7789856897716, 37.55190348574018 55.78347712464552, 37.55987384683009 55.78347350178493, 37.55986696044434 55.77898206751814, 37.55189751606379 55.7789856897716))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|1487|1626|2200|76|0|1|0.0
8826|113279|POLYGON ((37.55986696044434 55.77898206751814, 37.55987384683009 55.78347350178493, 37.56784420499548 55.7834693622641, 37.56783640190123 55.77897792869103, 37.55986696044434 55.77898206751814))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|2198|1599|2396|99|1|1|0.0
8827|113280|POLYGON ((37.56783640190123 55.77897792869103, 37.56784420499548 55.7834693622641, 37.57581455900376 55.78346470608412, 37.5758058392021 55.77897327329134, 37.56783640190123 55.77897792869103))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|3252|4038|5095|193|1|1|0.0
8828|113846|POLYGON ((37.55190348574018 55.78347712464552, 37.55190945710768 55.78796855566793, 37.55988073516667 55.78796493220007, 37.55987384683009 55.78347350178493, 37.55190348574018 55.78347712464552))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|1084|3805|4160|72|0|1|0.0
8829|113847|POLYGON ((37.55987384683009 55.78347350178493, 37.55988073516667 55.78796493220007, 37.56785201030026 55.78796079198537, 37.56784420499548 55.7834693622641, 37.55987384683009 55.78347350178493))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|2022|1439|2157|103|1|1|0.0
8830|113848|POLYGON ((37.56784420499548 55.7834693622641, 37.56785201030026 55.78796079198537, 37.57582328127564 55.78795613502491, 37.57581455900376 55.78346470608412, 37.56784420499548 55.7834693622641))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|3498|3345|4531|237|1|1|0.0
8831|113849|POLYGON ((37.57581455900376 55.78346470608412, 37.57582328127564 55.78795613502491, 37.58379455172458 55.78795096131675, 37.58378491248634 55.78345953324303, 37.57581455900376 55.78346470608412))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|2583|7623|8587|125|1|1|0.0
8832|114413|POLYGON ((37.55190945710768 55.78796855566793, 37.55191543016554 55.79245998174266, 37.55988762545314 55.79245635766742, 37.55988073516667 55.78796493220007, 37.55190945710768 55.78796855566793))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|1153|1459|1839|92|1|1|0.0
8833|114414|POLYGON ((37.55988073516667 55.78796493220007, 37.55988762545314 55.79245635766742, 37.56785981781449 55.79245221675868, 37.56785201030026 55.78796079198537, 37.55988073516667 55.78796493220007))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|3061|2889|4120|155|1|1|0.0
8834|114415|POLYGON ((37.56785201030026 55.78796079198537, 37.56785981781449 55.79245221675868, 37.57583200601655 55.79244755901756, 37.57582328127564 55.78795613502491, 37.56785201030026 55.78796079198537))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|3585|1730|2912|195|1|1|0.0
8835|114416|POLYGON ((37.57582328127564 55.78795613502491, 37.57583200601655 55.79244755901756, 37.58380419369142 55.79244238444213, 37.58379455172458 55.78795096131675, 37.57582328127564 55.78795613502491))|53|Беговой|Северный административный округ|Старая Москва|565.0|3930694.98564|3144|5732|6826|174|1|1|0.0
8836|114420|POLYGON ((37.60770834466576 55.78793233971712, 37.60772073830354 55.79242375972094, 37.61569291348542 55.79241651781652, 37.61567960262655 55.78792509902647, 37.60770834466576 55.78793233971712))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|2283|1826|2679|116|1|1|0.0
8837|114980|POLYGON ((37.58380419369142 55.79244238444213, 37.58381383839616 55.79693380645674, 37.59178694179628 55.79692811409357, 37.5917763796061 55.79243669303305, 37.58380419369142 55.79244238444213))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|2612|4671|5676|158|1|1|0.0
8838|114982|POLYGON ((37.59974856155448 55.79243048479218, 37.59976004122883 55.79692190481192, 37.60773313546058 55.79691517861326, 37.60772073830354 55.79242375972094, 37.59974856155448 55.79243048479218))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|2130|2397|3226|111|1|1|0.0
8839|114983|POLYGON ((37.60772073830354 55.79242375972094, 37.60773313546058 55.79691517861326, 37.61570622812398 55.79690793549483, 37.61569291348542 55.79241651781652, 37.60772073830354 55.79242375972094))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|3766|4004|5437|178|1|1|0.0
8840|115539|POLYGON ((37.59178694179628 55.79692811409357, 37.59179750697565 55.80141952965769, 37.59977152415203 55.80141331933505, 37.59976004122883 55.79692190481192, 37.59178694179628 55.79692811409357))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|1207|3938|4406|67|1|1|0.0
8841|115540|POLYGON ((37.59976004122883 55.79692190481192, 37.59977152415203 55.80141331933505, 37.60774553612611 55.80140659200874, 37.60773313546058 55.79691517861326, 37.59976004122883 55.79692190481192))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|1897|2291|2985|107|1|1|0.0
8842|115541|POLYGON ((37.60773313546058 55.79691517861326, 37.60774553612611 55.80140659200874, 37.61571954653072 55.80139934767598, 37.61570622812398 55.79690793549483, 37.60773313546058 55.79691517861326))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|2225|1714|2466|134|1|1|0.0
8843|115542|POLYGON ((37.61570622812398 55.79690793549483, 37.61571954653072 55.80139934767598, 37.62369355413237 55.80139158633782, 37.6236793179858 55.79690017545765, 37.61570622812398 55.79690793549483))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|1660|775|1330|80|1|1|0.0
8844|115543|POLYGON ((37.6236793179858 55.79690017545765, 37.62369355413237 55.80139158633782, 37.63166755381017 55.80138330964447, 37.63165239992023 55.79689189850736, 37.6236793179858 55.79690017545765))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|1346|980|1443|78|1|1|0.0
8845|116090|POLYGON ((37.59179750697565 55.80141952965769, 37.59180807515441 55.80591094356307, 37.59978301033514 55.80590473219918, 37.59977152415203 55.80141331933505, 37.59179750697565 55.80141952965769))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|1860|3068|3817|69|1|0|0.0
8846|116091|POLYGON ((37.59977152415203 55.80141331933505, 37.59978301033514 55.80590473219918, 37.6077579403121 55.80589800374494, 37.60774553612611 55.80140659200874, 37.59977152415203 55.80141331933505))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|1324|1882|2368|56|1|0|0.0
8847|116092|POLYGON ((37.60774553612611 55.80140659200874, 37.6077579403121 55.80589800374494, 37.61573286871843 55.80589075819758, 37.61571954653072 55.80139934767598, 37.60774553612611 55.80140659200874))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|3780|1470|2798|201|1|1|0.0
8848|116093|POLYGON ((37.61571954653072 55.80139934767598, 37.61573286871843 55.80589075819758, 37.62370779432046 55.80588299555816, 37.62369355413237 55.80139158633782, 37.61571954653072 55.80139934767598))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|2350|2292|3173|135|1|1|0.0
8849|116094|POLYGON ((37.62369355413237 55.80139158633782, 37.62370779432046 55.80588299555816, 37.63168271199108 55.80587471583227, 37.63166755381017 55.80138330964447, 37.62369355413237 55.80139158633782))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|1285|2153|2654|77|1|0|0.0
8850|116639|POLYGON ((37.59180807515441 55.80591094356307, 37.59181864632727 55.81040235306889, 37.59979449977244 55.81039614066353, 37.59978301033514 55.80590473219918, 37.59180807515441 55.80591094356307))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|2028|4075|4782|124|1|0|0.0
8851|116640|POLYGON ((37.59978301033514 55.80590473219918, 37.59979449977244 55.81039614066353, 37.60777034801237 55.81038941108116, 37.6077579403121 55.80589800374494, 37.59978301033514 55.80590473219918))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|1828|3130|3794|95|1|0|0.0
8852|116641|POLYGON ((37.6077579403121 55.80589800374494, 37.60777034801237 55.81038941108116, 37.6157461946805 55.81038216431888, 37.61573286871843 55.80589075819758, 37.6077579403121 55.80589800374494))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|2599|2280|3235|137|1|1|0.0
8853|116642|POLYGON ((37.61573286871843 55.80589075819758, 37.6157461946805 55.81038216431888, 37.62372203854822 55.81037440202245, 37.62370779432046 55.80588299555816, 37.61573286871843 55.80589075819758))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|2243|3616|4401|140|1|1|0.0
8854|117184|POLYGON ((37.60777034801237 55.81038941108116, 37.60778275923429 55.81488081621026, 37.61575952442488 55.81487356823284, 37.6157461946805 55.81038216431888, 37.60777034801237 55.81038941108116))|74|Марьина Роща|Северо-Восточный административный округ|Старая Москва|566.0|4703827.39981|895|1907|2211|32|1|1|0.0
8855|113863|POLYGON ((37.68739916271395 55.78334527046343, 37.68742072238161 55.78783667938438, 37.69539192801018 55.78782427128263, 37.69536945140052 55.7833328644412, 37.68739916271395 55.78334527046343))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|970|1439|1741|68|1|1|0.0
8856|114427|POLYGON ((37.66350705916815 55.78787080327315, 37.66352587331895 55.79236221296156, 37.67149801760095 55.79235135325111, 37.67147828624135 55.78785994538283, 37.66350705916815 55.78787080327315))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|3027|1014|2197|126|1|1|0.0
8857|114428|POLYGON ((37.67147828624135 55.78785994538283, 37.67149801760095 55.79235135325111, 37.6794701562897 55.79233997671402, 37.67944950772343 55.78784857075246, 37.67147828624135 55.78785994538283))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|3223|1598|2820|144|1|1|0.0
8858|114429|POLYGON ((37.67944950772343 55.78784857075246, 37.6794701562897 55.79233997671402, 37.68744228815217 55.79232808335259, 37.68742072238161 55.78783667938438, 37.67944950772343 55.78784857075246))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|1788|1255|1958|60|1|1|0.0
8859|114430|POLYGON ((37.68742072238161 55.78783667938438, 37.68744228815217 55.79232808335259, 37.69541441098229 55.79231567317088, 37.69539192801018 55.78782427128263, 37.68742072238161 55.78783667938438))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|1485|1735|2214|83|1|1|0.0
8860|114431|POLYGON ((37.69539192801018 55.78782427128263, 37.69541441098229 55.79231567317088, 37.70338653134268 55.79230274835189, 37.70336313115963 55.78781134643748, 37.69539192801018 55.78782427128263))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|923|1152|1497|46|1|1|0.0
8861|114432|POLYGON ((37.70336313115963 55.78781134643748, 37.70338653134268 55.79230274835189, 37.71135864505888 55.79228930451689, 37.71133432767839 55.78779790485569, 37.70336313115963 55.78781134643748))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|1757|4444|5155|69|1|1|0.0
8862|114988|POLYGON ((37.6475815729072 55.79238238189487, 37.64759855745616 55.79687379385057, 37.65557162961802 55.79686396614814, 37.65555372759576 55.7923725558397, 37.6475815729072 55.79238238189487))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|1130|1570|1970|77|0|1|0.0
8863|114989|POLYGON ((37.65555372759576 55.7923725558397, 37.65557162961802 55.79686396614814, 37.66354469281209 55.79685362153612, 37.66352587331895 55.79236221296156, 37.65555372759576 55.7923725558397))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|744|571|834|38|0|1|0.0
8864|114990|POLYGON ((37.66352587331895 55.79236221296156, 37.66354469281209 55.79685362153612, 37.67151775456338 55.79684276000513, 37.67149801760095 55.79235135325111, 37.66352587331895 55.79236221296156))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|1037|518|908|62|1|1|0.0
8865|114991|POLYGON ((37.67149801760095 55.79235135325111, 37.67151775456338 55.79684276000513, 37.67949081071922 55.79683138156089, 37.6794701562897 55.79233997671402, 37.67149801760095 55.79235135325111))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|1198|641|1091|74|1|1|0.0
8866|114992|POLYGON ((37.6794701562897 55.79233997671402, 37.67949081071922 55.79683138156089, 37.68746386004639 55.7968194862056, 37.68744228815217 55.79232808335259, 37.6794701562897 55.79233997671402))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|1721|566|1269|66|1|1|0.0
8867|114993|POLYGON ((37.68744228815217 55.79232808335259, 37.68746386004639 55.7968194862056, 37.69543690033854 55.79680707394346, 37.69541441098229 55.79231567317088, 37.68744228815217 55.79232808335259))|92|Сокольники|Восточный административный округ|Старая Москва|561.0|10126053.10408|1700|1119|1823|87|1|1|0.0
