Category,FullName,ShortName,OrgInfo,ObjectAddress,ChiefName,ChiefPosition,ChiefGender,ChiefPhone,PublicPhone,Fax,Email,CloseFlag,CloseReason,CloseDate,ReopenDate,BedSpace,PaidServiceInfo,WorkingHours,ClarificationWorkingHours,Specialization,global_id,BeneficialDrugPrescription,DrugStore,AmbulanceStation,AmbulanceStationPhone,DoctorsSpecialtiesListForSelfRecording,Extrainfo,AgeRestriction,DrugStoreType,geodata_center,geoarea
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 филиал №1 Департамента здравохранения города Москвы»,ГБУЗ ДГП № 143 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Кравченко Ирина Анатольевна,заведующий филиалом,женский,"ChiefPhone:(499) 171-29-01

","PublicPhone:(499) 171-43-82

","Fax:(499) 171-29-01

","Email:dgp143@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,969609171,,нет,нет,"AmbulancePhone:(499) 940-40-57

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: метро «Рязанский проспект», выход из 1-го вагона из центра, далее автобусами №№ 51 и 725 до остановки «Яснополянская ул., д. 7».",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 143 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Субботина Алла Сергеевна,заведующий филиалом,женский,"ChiefPhone:(495) 377-96-74

","PublicPhone:(495) 377-96-90

","Fax:(495) 377-96-74

","Email:dgp143@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,969609172,,нет,нет,"AmbulancePhone:(499) 940-40-57

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Выхино», далее 10 минут пешком.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 143 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Таланова Валерия Васильевна,заведующий филиалом,женский,"ChiefPhone:(495) 376-57-39

","PublicPhone:(495) 372-32-72

","Fax:(495) 376-57-39

","Email:dgp143@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,969609173,,нет,да,"AmbulancePhone:(495) 376-41-38

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Выхино», авт. № 209 до остановки «138 квартал».",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 143 ДЗМ,More then 1 level,More then 1 level,Власова Юлия Ивановна,главный врач,женский,"ChiefPhone:(495) 704-58-72

","PublicPhone:(495) 705-83-99

","Fax:(495) 704-58-72

","Email:dgp143@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,969609177,,нет,да,"AmbulancePhone:(499) 940-40-57

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: ст. метро «Выхино», автобусом № 669 до остановки «ул. Авиаконструктора Миля», ст. метро «Кузьминки», автобусом № 89 до остановки «Патэрсон».",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 143 филиал № 4 ДЗМ,More then 1 level,More then 1 level,Онищенко Светлана Анатольевна,заведующий филиалом,женский,"ChiefPhone:(495) 705-79-10

","PublicPhone:(495) 705-61-38

","Fax:(495) 705-79-10

","Email:dgp143@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,969609179,,нет,нет,"AmbulancePhone:(499) 940-40-57

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: станция метро Лермонтовский проспект, выход на Хвалынский бульвар, пешком 2 мин.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 130 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 130 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Иващук Светлана Сергеевна,заведующий филиалом,женский,"ChiefPhone:(499) 140-04-07

","PublicPhone:(499) 141-64-44

","Fax:(499) 140-04-07

","Email:dgp130@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,969664675,,нет,нет,"AmbulancePhone:(499) 233-22-41

AmbulancePhone:(499) 233-29-36

AmbulancePhone:(499) 449-36-34

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: ст. метро &quot;Молодежная&quot;, первый вагон из центра.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 23 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Татаркулова Асият Азретовна,заведующий филиалом,женский,"ChiefPhone:(495) 325-00-66

","PublicPhone:(495) 325-53-21

","Fax:(495) 325-00-66

","Email:dgp23@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

","воскресенье, праздничные дни: с 9:00 до 15:00 (обслуживание вызовов на дому)",Амбулаторно-поликлиническая помощь,1006659601,,нет,да,"AmbulancePhone:(495) 620-41-41

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: м. Царицыно,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 23 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Литвинова Анастасия Валерьевна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(495) 326-95-29

","PublicPhone:(495) 326-96-33

","Fax:(495) 326-95-29

","Email:dgp23@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",График работы поликлиники в выходные и праздничные дни с 9.00 до 15.00,Амбулаторно-поликлиническая помощь,1006659603,,нет,нет,"AmbulancePhone:(495) 620-41-41

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: ст. м.«Царицыно», авт. 245, 289, 701, 756 до ост. «Керчь».",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 23 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Цветкова Елена Владимировна,заведующий филиалом,женский,"ChiefPhone:(495) 385-39-54

","PublicPhone:(495) 385-30-88

","Fax:(495) 385-39-54

","Email:dgp23@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

","воскресенье, праздничные дни с 9:00 до 15:00 (обслуживание вызовов на дом)",Амбулаторно-поликлиническая помощь,1006659605,,нет,нет,"AmbulancePhone:(495) 620-41-41

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: м. Царицыно,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 23 ДЗМ,More then 1 level,More then 1 level,Кабулова Анжела Анатольевна,главный врач,женский,"ChiefPhone:(495) 320-46-84

","PublicPhone:(499) 320-46-87

","Fax:(499) 320-46-84

","Email:dgp23@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

","воскресенье, праздничные дни: с 9:00 до 15:00 (обслуживание вызовов на дому)",Амбулаторно-поликлиническая помощь,1006659606,,нет,нет,"AmbulancePhone:(495) 620-41-41

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Кантемировская», авт. 162 до остановки «Поликлиника № 23»; м. «Каширская» авт. 299, 608, трол. 70 до остановки «Спортивная».",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 99 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Шилова Людмила Юрьевна,заведующий филиалом,женский,"ChiefPhone:(495) 618-11-31

","PublicPhone:(495) 682-84-17

","Fax:(495) 618-11-31

","Email:dgp99@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",,Амбулаторно-поликлиническая помощь,1011619305,,нет,нет,"AmbulancePhone:(495) 777-49-09

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд к филиалу: м.Марьина Роща, тролл.15, до ост. &quot;Поликлиника&quot;, м. ВДНХ, тролл. 15, до ост. «Поликлиника&quot;.",детское,,"{""coordinates"":[37.613933649957,55.801567452158],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 99 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Моисеева Елена Ивановна,заведующий филиалом,женский,"ChiefPhone:(495) 682-14-50

","PublicPhone:(495) 682-84-17

","Fax:(495) 682-14-50

","Email:dgp99@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",,Амбулаторно-поликлиническая помощь,1011619307,,нет,да,"AmbulancePhone:(495) 777-49-09

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Алексеевская», 10 мин. пешком.",детское,,"{""coordinates"":[37.642532539961,55.809415245044],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 99 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Лыков Юрий Геннадьевич,заведующий филиалом,мужской,"ChiefPhone:(499) 183-50-52

","PublicPhone:(495) 682-84-17

","Fax:(499) 183-50-52

","Email:dgp99@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",,Амбулаторно-поликлиническая помощь,1011619310,,нет,нет,"AmbulancePhone:(495) 777-49-09

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: от м. «ВДНХ», трол. 76, авт. 136, 172, до остановки «Детская поликлиника»; маршрутное такси № 144, 244, до остановки «Детская поликлиника»",детское,,"{""coordinates"":[37.710907370055,55.872880093961],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 32 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 32 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Шилюк Ирина Валерьевна,заведующий филиалом,женский,"ChiefPhone:(495) 688-63-69

","PublicPhone:(495) 135-55-32

","Fax:(495) 688-63-69

","Email:dgp32@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,1011654840,,нет,нет,"AmbulancePhone:103

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. Проспект Мира, Сухаревская, трол. № 48, 9.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 81 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 81 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Айрапетян Арам Суренович,заведующий филиалом,мужской,"ChiefPhone:(495) 338-56-00

","PublicPhone:(495) 636-27-86

","Fax:(495) 338-56-00

","Email:dgp81@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье с 9.00 до 15.00 (обслуживание вызовов на дому врачами – педиатрами),Амбулаторно-поликлиническая помощь,1011654843,,нет,нет,"AmbulancePhone:(495) 637-80-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: м. Теплый стан,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 81 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 81 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Григорян Ольга Радиевна,заведующий филиалом,женский,"ChiefPhone:(495) 333-70-41

","PublicPhone:(495) 636-27-86

","Fax:(495) 333-70-41

","Email:dgp81@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",воскресенье и праздничные дни 9.00 - 15.00 (обслуживание вызовов на дому врачами – педиатрами),Амбулаторно-поликлиническая помощь,1011654844,,нет,да,"AmbulancePhone:103

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м.Калужская, авт. 642, остановка &quot;Улица генерала Антонова&quot;, м. Беляево, авт. 258, остановка &quot;Улица генерала Антонова&quot;.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 104 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 104 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Нестерова Галина Валентиновна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(495) 678-61-31

","PublicPhone:(499) 638-34-09

","Fax:(495) 678-61-31

","Email:dgp104@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,1011905777,,нет,нет,"AmbulancePhone:(495) 670-95-90

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: ст. м. &quot;Марксистская&quot;, авт.№ 51, 106, трол. № 16, 26, 63 до остановки &quot;Институт радиосвязи&quot;, или до ст. м. &quot;Площадь Ильича&quot;, далее пешком",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 118 ДЗМ,More then 1 level,More then 1 level,Волкова Елена Анатольевна,главный врач,женский,"ChiefPhone:(495) 711-63-36

","PublicPhone:(495) 530-13-48

","Fax:(495) 711-63-36

","Email:dgp118@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,1011905778,,нет,да,"AmbulancePhone:(495) 716-70-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,"{""coordinates"":[37.565438620018,55.571697754065],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 104 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 104 ДЗМ,More then 1 level,More then 1 level,Аристархов Евгений Юрьевич,главный врач,мужской,"ChiefPhone:(495) 670-24-23

","PublicPhone:(499) 638-34-09

","Fax:(495) 670-24-23

","Email:dgp104@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,1011905781,,нет,нет,"AmbulancePhone:(495) 670-95-90

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: м. «Пролетарская».,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 104 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 104 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Свиридкова Наталья Николаевна,заведующий филиалом,женский,"ChiefPhone:(495) 360-23-40

","PublicPhone:(499) 638-34-09

","Fax:(495) 360-23-40

","Email:dgp104@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,1011905782,,нет,нет,"AmbulancePhone:(495) 670-95-90

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: м. «Электрозаводская». далее пешком,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 125 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 125 ДЗМ,More then 1 level,More then 1 level,Васильева Татьяна Михайловна,главный врач,женский,"ChiefPhone:(499) 901-19-89

","PublicPhone:(499) 901-00-11

PublicPhone:(499) 901-49-30

","Fax:(499) 901-19-89

","Email:dgp125@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,1011915271,,да,да,"AmbulancePhone:(495) 777-49-09

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: ст. м. &quot;Бибирево&quot;, первый вагон из центра, 5 минут пешком.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 133 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 133 ДЗМ,More then 1 level,More then 1 level,Русинова Дина Сергеевна,главный врач,женский,"ChiefPhone:(499) 457-32-71

","PublicPhone:(499) 767-10-87

","Fax:(499) 457-32-71

","Email:dgp133@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,1011915551,,нет,нет,"AmbulancePhone:(495) 485-21-92

AmbulancePhone:(495) 485-21-83

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. Речной вокзал, авт. 270, ост. &quot;Поликлиника&quot;.",детское,,"{""coordinates"":[37.474121465683,55.867303939983],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 145 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 145 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Сапронюк Лариса Александровна,заведующий филиалом,женский,"ChiefPhone:(495) 342-01-91

","PublicPhone:(495) 342-01-94

","Fax:(495) 341-35-51

","Email:dgp145@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,1011915553,,нет,нет,"AmbulancePhone:(495) 342-55-27

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Марьино», авт. 619; м. «Каширская», авт. 738; м. «Домодедовская», авт. 765 до остановки «Аптека».",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 125 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 125 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Степанов Георгий Андреевич,заведующий филиалом,мужской,"ChiefPhone:(499) 909-88-26

","PublicPhone:(499) 909-88-22

","Fax:(499) 909-88-26

","Email:dgp125@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-19:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,1011915554,,нет,нет,"AmbulancePhone:(495) 777-49-09

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
